/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0000.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0000.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0001.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0001.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0002.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0002.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0003.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0003.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0004.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0004.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0005.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0005.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0006.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0006.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0007.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0007.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0008.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0008.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0009.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0009.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0010.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0010.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0011.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0011.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0012.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0012.png,2,1,1,1
/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/images/0013.jpg,/home/edison/Research/ml-agents/ml-agents-envs/mlagents_envs/envs/demos/demo2/masks/0013.png,2,1,1,1
